x,y
226,257
226,263
226,269
226,275
226,281
226,287
226,293
225.5,297.3333333
226.4,429
226,437
226,441.75
226.5,495.1111111
226,503
226,509
226.1,514.4
226.5,555.1111111
226.1,562.4
227,173
227,179
227,185
227,191
227.5,195.75
227.2142857,310
227,317
227,323
227,329
227,335
227.3,340.4
227,421
228.5,414
229.2272727,126.4545455
229,135
229,141
229.5,146.25
229.4,348
229.2272727,396.4545455
229,405
229,409.5
229.2272727,468.4545455
229,477
229,483
229.5,488.25
229.2272727,522.4545455
229,531
229,537
229,543
229.5,548.25
229.2272727,570.4545455
229,579
229,585
229,591
229,597
229,603
229,609
229,615
229,621
229.3571429,627.4285714
228.5,631.6
230.2272727,203.5454545
230,212
230.3,217.6
230.2272727,383.5454545
230,390
230.2272727,449.5454545
231.2272727,358.7272727
231,367.1666667
231,373.1666667
231,377
231.5,459.25
232.4,153.4
232,161.3333333
232,167.3333333
232.4,225.4
232,233.3333333
232,239.3333333
232,245.3333333
232,251.3333333
232,257.3333333
232,263.3333333
232,269.3333333
232,275.3333333
232,281.3333333
232,287.3333333
232,293.3333333
232,299.3333333
232,305.3333333
232.4,429.4
232,437.3333333
232,442.25
232.4,495.4
232,503.3333333
232,509.3333333
232.1,514.8
232.4,555.4
232.1,562.8
233.3571429,172.7142857
233,179.6666667
233,185.6666667
233,191.6666667
233.5,196.75
233.3571429,310.7142857
233,317.6666667
233,323.6666667
233,329.6666667
233,335.6666667
233.3,341.2
233.3571429,421.2857143
234.3571429,414.4285714
235.2272727,121.5454545
235,130
235,136
235,142
235.5,147.25
235.4,349.1
235.2272727,397.5454545
235,406
235,410
235.2272727,469.5454545
235,478
235,484
235.5,489.25
235.2272727,523.5454545
235,532
235,538
235,544
235.5,549.25
235.2272727,571.5454545
235,580
235,586
235,592
235,598
235,604
235,610
235,616
235,622
234.6428571,626.7857143
236.2272727,204.5454545
236,213
236.3,218.6
236.2272727,384.5454545
236,390.5
236.2272727,450.5454545
237.4,359
237,367
237,373
236.5,377.3333333
237.5,459.875
238.2272727,155.3636364
238,163.8333333
238.2272727,227.3636364
238,235.8333333
238,241.8333333
238,247.8333333
238,253.8333333
238,259.8333333
238,265.8333333
238,271.8333333
238,277.8333333
238,283.8333333
238,289.8333333
238,295.8333333
238,301.8333333
238.2272727,431.3636364
238,439.8333333
238.5,445
238.2272727,497.3636364
238,505.8333333
238,511.8333333
238.5,517
238.2272727,557.3636364
238.5,565
239.1,172.6
239,180.5
239,186.5
239,192.5
239.5,197.75
239.1,310.6
239,318.5
239,324.5
239,330.5
239,336.5
239.3,342
239.3571429,423.4285714
240.375,416.375
241,114.8
241,122.8333333
241,128.8333333
241,134.8333333
241,140.8333333
241.3,146.2
241.125,348.625
241,396.8
241,404.8333333
241.5,409.75
241,468.8
241,476.8333333
241,482.8333333
241.3,488.2
241.0555556,523.1111111
241,530.8333333
241,536.8333333
241,542.8333333
241.3,548.2
241.0555556,571.1111111
241,578.8333333
241,584.8333333
241,590.8333333
241,596.8333333
241,602.8333333
241,608.8333333
241,614.8333333
241.1666667,621.6111111
242.3,203.5
242,211.8333333
242,217.8333333
242.2272727,383.2727273
242.5,390.6666667
242.4,449.4
243.2272727,358.3636364
243,366.8333333
243,372.8333333
243,377
243.5,459.4444444
244.2272727,153.7272727
244,162.1666667
244,168.1666667
244.2272727,225.7272727
244,234.1666667
244,240.1666667
244,246.1666667
244,252.1666667
244,258.1666667
244,264.1666667
244,270.1666667
244,276.1666667
244,282.1666667
244,288.1666667
244,294.1666667
244,300.1666667
244,306.1666667
244.2272727,435.7272727
244.5,443
244.2272727,495.7272727
244,504.1666667
244,510.1666667
244.3,515.8
244.2272727,555.7272727
244.3,563.8
244.5,622.875
245.2272727,177.0909091
245,185.5
245,191.5
245.5,196.75
245.2272727,315.0909091
245,323.5
245,329.5
245,335.5
245,341.5
245.3571429,427.1428571
246.4,110.2
246.4,416.2
245.5,422.3333333
247.3571429,117.5714286
247,124.5
247,130.5
247,136.5
247,142.5
247.5,147.75
247.4,349.7
247.2272727,398.0909091
247,406.5
247,410.5
247.2272727,470.0909091
247,478.5
247,484.5
247.5,489.75
247.2272727,524.0909091
247,532.5
247,538.5
247,544.5
247.5,549.75
247.2272727,572.0909091
247,580.5
247,586.5
247,592.5
247,598.5
247,604.5
247,610.5
247,616.5
247.5,620.375
248.4,205.2
248,213
248,219
248.4,385.2
247.5,391.3333333
248.4,451.2
249.2272727,361.0909091
249,369.5
249,375.5
249,379.5
249.3571429,458.5714286
249.5,464.3333333
250.4,156.2
250,164
250,170
250.4,228.2
250,236
250,242
250,248
250,254
250,260
250,266
250,272
250,278
250,284
250,290
250,296
250,302
250,308
250.4,438.2
250,445
250.4,498.2
250,506
250,512
250.1,517.6
250.4,558.2
250.1,565.6
251.3571429,175.5714286
251,182.5
251,188.5
251,194.5
251.5,199.75
251.3571429,313.5714286
251,320.5
251,326.5
251,332.5
251,338.5
251.3,344.2
251.3571429,430.1428571
252.4,107.2
252.4,419.2
251.5,425.3333333
253.3571429,114.5714286
253,121.5
253,127.5
253,133.5
253,139.5
253,145.5
253.5,150.75
253.4,352.7
253.2272727,401.0909091
253,409.5
253,413.5
253.2272727,473.0909091
253,481.5
253,487.5
253.5,492.75
253.2272727,527.0909091
253,535.5
253,541.5
253,547.5
253.5,552.75
253.2272727,575.0909091
253,583.5
253,589.5
253,595.5
253,601.5
253,607.5
253,612.25
250.5,618
254.4,208.2
254,216
254,222
254.4,388.2
253.5,394.3333333
255.2272727,364.2727273
255,372.6666667
255,378.6666667
255,383
255.2272727,454.2727273
255,462.6666667
255.5,467.6666667
256.4,159.6
256,167.3333333
256.4,231.6
256,239.3333333
256,245.3333333
256,251.3333333
256,257.3333333
256,263.3333333
256,269.3333333
256,275.3333333
256,281.3333333
256,287.3333333
256,293.3333333
256,299.3333333
256,305.3333333
256.4,441.6
255.5,447.6666667
256.4,501.6
256,509.3333333
256,515.3333333
256.1,521
256.4,561.6
256.1,569
257.3571429,173.4285714
257,180.1666667
257,186.1666667
257,192.1666667
257,198.1666667
257.5,203.75
257.3571429,311.4285714
257,318.1666667
257,324.1666667
257,330.1666667
257,336.1666667
257,342.1666667
257.3,348
257.3571429,434
258,103
258,421
258,427
259,109
259,115
259,121
259,127
259,133
259,139
259,145
259,151
259,355
259,403
259,409
259,415
259,475
259,481
259,487
259,493
259,529
259,535
259,541
259,547
259,553
259,577
259,583
259,589
259.3571429,595.6428571
258.5,602.5625
256.5,606.5
260,211
260,217
260,223
260,391
260,397
261,361
261,367
261,373
261,379
261,385
261,457
261,463
261,469
262,157
262,163
262,229
262,235
262,241
262,247
262,253
262,259
262,265
262,271
262,277
262,283
262,289
262,295
262,301
262,445
262,451
262,499
262,505
262,511
262,517
262,523
262,559
262,565
262,571
263,169
263,175
263,181
263,187
263,193
263,199
263,205
263,307
263,313
263,319
263,325
263,331
263,337
263,343
263,349
263,433
263,439
264,103
264,421
264,427
265,109
265,115
265,121
265,127
265,133
265,139
265,145
265,151
265,355
265,403
265,409
265,415
265,475
265,481
265,487
265,493
265,529
265,535
265,541
265,547
265,553
265,577
265,583
264.8333333,590.4444444
262.5,596.75
266,211
266,217
266,223
266,391
266,397
267,361
267,367
267,373
267,379
267,385
267,457
267,463
267,469
268,157
268,163
268,229
268,235
268,241
268,247
268,253
268,259
268,265
268,271
268,277
268,283
268,289
268,295
268,301
268,445
268,451
268,499
268,505
268,511
268,517
268,523
268,559
268,565
268,571
269,169
269,175
269,181
269,187
269,193
269,199
269,205
269,307
269,313
269,319
269,325
269,331
269,337
269,343
269,349
269,433
269,439
270.3571429,103.5714286
270.3571429,421.5714286
270,427.8333333
271.3571429,110
271,116.5
271,122.5
271,128.5
271,134.5
271,140.5
271,146.5
271,152.5
271.5,355.75
271.5,403.75
271,410.5
270.7,415.8
271.5,475.75
271,482.5
271,488.5
271,494.5
271.5,529.75
271,536.5
271,542.5
271,548.5
271,554.5
271.25,577.5625
269.5,585.0833333
272.5,211.6666667
272,219
272,225
272.5,391.6666667
271.5,397.75
273.5,362.125
273,369.5
273,375.5
273,381.5
272.5,386
273.4,457.6
273,465.5
273,470.5
274.5,157.7777778
274,165.8333333
274.5,230.25
274,237.8333333
274,243.8333333
274,249.8333333
274,255.8333333
274,261.8333333
274,267.8333333
274,273.8333333
274,279.8333333
274,285.8333333
274,291.8333333
274,297.8333333
274,303.8333333
274.2272727,445.3636364
274,452
274.5,499.7777778
274,507.8333333
274,513.8333333
274,519.8333333
274.5,525
274.5,559.7777778
274,567.8333333
274.5,572.25
275.2272727,174.5454545
275,183
275,189
275,195
275,201
275.5,206.25
275.2272727,312.5454545
275,321
275,327
275,333
275,339
275,345
275.3,350.6
275.3571429,436.5714286
276.2272727,101.7272727
276.2272727,425.7272727
276,432
277.4,112.6
277,120.5
277,126.5
277,132.5
277,138.5
277,144.5
277.1,150
277.4,406.6
277,414.5
276.5,419
277.4,478.6
277,486.5
277.1,492
277.4,532.6
277,540.5
277,546.5
277.1,552
278.2272727,214.3636364
278.3,222.4
278.2272727,394.3636364
278,401
279.2272727,357.5454545
279,366
279,372
279,378
279,384
279,388
279.2272727,459.5454545
279,468
279.5,472.6666667
280.2272727,158.9090909
280,167.3333333
280.2272727,230.9090909
280,239.3333333
280,245.3333333
280,251.3333333
280,257.3333333
280,263.3333333
280,269.3333333
280,275.3333333
280,281.3333333
280,287.3333333
280,293.3333333
280,299.3333333
280,305.3333333
280.2272727,446.9090909
280,453.5
280.2272727,500.9090909
280,509.3333333
280,515.3333333
280,521.3333333
280.5,526.5
280,560.65
278.7,568.5
281.4,175.8
281,183.6666667
281,189.6666667
281,195.6666667
281,201.6666667
281.1,207.2
281.4,313.8
281,321.6666667
281,327.6666667
281,333.6666667
281,339.6666667
281,345.6666667
281,350.75
281.3571429,438.2857143
282.2272727,97.54545455
282,106
282.2272727,427.5454545
282,434
283.2272727,114.7272727
283,123.1666667
283,129.1666667
283,135.1666667
283,141.1666667
283,147.1666667
283.5,152.25
283.2272727,408.7272727
283,417.1666667
283,421
283.2272727,480.7272727
283,489.1666667
283.5,494.25
283.2272727,534.7272727
283,543.1666667
283,549.1666667
283.5,554.25
284.4,215.4
284,223.3333333
284.4,395.4
283.5,401.6666667
285.2272727,359.7272727
285,368.1666667
285,374.1666667
285,380.1666667
285,386.1666667
285,391.5
285.2272727,461.7272727
285,470.1666667
285.5,475.3333333
286.1,161
286,168.8333333
286.1,233
286,240.8333333
286,246.8333333
286,252.8333333
286,258.8333333
286,264.8333333
286,270.8333333
286,276.8333333
286,282.8333333
286,288.8333333
286,294.8333333
286,300.8333333
286,306.8333333
286.1,449
286.5,455.6666667
286.1,503
286,510.8333333
286,516.8333333
286,522.8333333
286.5,528
287.1,177.6
287,185.5
287,191.5
287,197.5
287,203.5
287.5,208.5
287.1,315.6
287,323.5
287,329.5
287,335.5
287,341.5
287,347.5
287.5,352.5
287.375,440.625
287.8333333,91.77777778
288,99.33333333
288,105.3333333
287.8333333,427.7777778
288.5,434.25
286,555
289.2272727,113.7272727
289,122.3333333
289,128.3333333
289,134.3333333
289,140.3333333
289,146.3333333
289,152.3333333
289.2272727,407.7272727
289,416.3333333
289.5,421.75
289.4,479.9
289,488.3333333
289,494.3333333
289.3,534
289.0714286,542.7142857
287.5,547.8333333
290.3,215.2
290,223.3333333
290.3,229
290.3571429,399
291.4,358.7
291,366.8333333
291,372.8333333
291,378.8333333
291,384.8333333
291,390.8333333
291,395
291.2272727,466.4545455
291.5,473.6666667
292.5,87.11111111
292.5,159.1111111
292,166.3333333
292,172.3333333
292.5,237.1111111
292,244.3333333
292,250.3333333
292,256.3333333
292,262.3333333
292,268.3333333
292,274.3333333
292,280.3333333
292,286.3333333
292,292.3333333
292,298.3333333
292,304.3333333
292,310.3333333
292.5,453.1111111
291.5,459
292.5,501.1111111
292,508.3333333
292,514.3333333
292,520.3333333
292,526.3333333
293.3571429,178.2857143
293,185
293,191
293,197
293,203
293.1,208.6
293.3571429,316.2857143
293,323
293,329
293,335
293,341
293,347
293,352
293.4,441.2
292.5,447.3333333
294.5,93.75
294,101.3333333
294,107.3333333
294.2272727,428.9090909
294,435
295.4,116.2
295,124
295,130
295,136
295,142
295,148
295.1,153.6
295.4,410.2
295,418
294.5,422.6666667
295.4,482.2
295,490
295.1,495.6
295.2272727,536
292.5,540.5
296.2272727,218.2727273
296,226.6666667
296.3,232.4
296.3571429,402.4285714
297.3888889,360.8888889
297,368.1666667
297,374.1666667
297,380.1666667
297,386.1666667
297,392.1666667
296.75,397
297.3888889,468.8888889
297.1,475.8
298.5,84.22222222
298.3,162.6
298,170.5
298.3,240.6
298,248.5
298,254.5
298,260.5
298,266.5
298,272.5
298,278.5
298,284.5
298,290.5
298,296.5
298,302.5
298,308.5
298.3,456.6
297.8333333,462.6666667
298.3,504.6
298,512.5
298,518.5
298,524.5
298.3,530.2
299.2777778,178.1111111
299,185.6666667
299,191.6666667
299,197.6666667
299,203.6666667
299,209.6666667
299.2777778,316.1111111
299,323.6666667
299,329.6666667
299,335.6666667
299,341.6666667
299,347.6666667
299,353.6666667
299.2,441.6
298.7,449.2
300.2142857,76.42857143
300.2142857,91
300,98
300,104
300,110
300.1666667,431.4444444
301.2272727,119.1818182
301,127.6666667
301,133.6666667
301,139.6666667
301,145.6666667
301,151.6666667
301.5,157
301.2272727,413.1818182
301,421.6666667
301.5,427
301.2272727,485.1818182
301,493.6666667
301.5,499
301.3571429,534.9285714
302.375,215.125
302,222.3333333
302,228.3333333
302.3,234
302.3571429,405.2857143
303,362
303,370
303,376
303,382
303,388
303,394
303.5,398.75
303,470
303.5,476.75
304.0555556,163.1111111
304,170.8333333
303.9444444,241.2222222
304,248.8333333
304,254.8333333
304,260.8333333
304,266.8333333
304,272.8333333
304,278.8333333
304,284.8333333
304,290.8333333
304,296.8333333
304,302.8333333
304,308.8333333
304,456.8
304.5,463.3333333
304.0555556,505.1111111
304,512.8333333
304,518.8333333
304,524.8333333
304.5,529.75
305.2272727,72
305.2272727,84
305.2272727,180
305,188.5
305,194.5
305,200.5
305,206.5
305.2272727,318
305,326.5
305,332.5
305,338.5
305,344.5
305,350.5
305.5,356
305.2272727,438
305,446.5
305.5,452
305.8333333,94.77777778
306,102.1666667
306,108.1666667
306,114.1666667
307,123
307,131
307,137
307,143
307,149
307.3,154.4
307,417
307,425
307.5,429.75
307,483
307,491
307.3,496.4
307.3333333,537.3333333
308.3,212.5
308,220.6666667
308,226.6666667
308,232.6666667
308.2272727,404.1818182
308.5,412
309.2777778,361.6666667
309,369.3333333
309,375.3333333
309,381.3333333
309,387.3333333
309,393.3333333
309.5,398.6666667
309.1,469.4
309.5,476.75
310,65
310,161
310,169
310,175
309.9444444,239.4444444
310,247
310,253
310,259
310,265
310,271
310,277
310,283
310,289
310,295
310,301
310,307
310,313
310.25,459.875
310,503
310,511
310,517
310,523
310.3,528.4
311.2272727,76.18181818
311,84.66666667
311,90.66666667
311.2272727,184.1818182
311,192.6666667
311,198.6666667
311.3,204.2
311.2272727,322.1818182
311,330.6666667
311,336.6666667
311,342.6666667
311,348.6666667
311.3,354.2
311.2272727,436.1818182
311,444.6666667
311,450.6666667
311.5,456
312.1,99.4
312,107.3333333
312,113.3333333
312,119.3333333
313.1,127.9
313,135.8333333
313,141.8333333
313,147.8333333
313.3,153.4
313.2272727,421.3636364
313.5,429
313.4,481.5
313,489.8333333
313.3,495.4
313.2272727,535.3636364
313.2142857,543.4285714
314.1666667,210.7777778
314,218.3333333
314,224.3333333
314,230.3333333
314.1,408.4
314.5,415.3333333
315.2272727,59.36363636
315.4,359.6
315,367.8333333
315,373.8333333
315,379.8333333
315,385.8333333
315,391.8333333
315,397.8333333
315.1666667,402.6666667
315.2272727,467.3636364
315.5,475.5
316.0555556,69.77777778
316.1666667,159.5555556
316,167.1666667
316,173.1666667
316,179.1666667
316.0555556,237.7777778
316,245.1666667
316,251.1666667
316,257.1666667
316,263.1666667
316,269.1666667
316,275.1666667
316,281.1666667
316,287.1666667
316,293.1666667
316,299.1666667
316,305.1666667
316,311.1666667
316,317.1666667
316.1666667,501.5555556
316,509.1666667
316,515.1666667
316,521.1666667
316.3,526.6
317.2272727,80.18181818
317,88.66666667
317,94.66666667
317.2272727,188.1818182
317,196.6666667
317,202.6666667
317.2272727,326.1818182
317,334.6666667
317,340.6666667
317,346.6666667
317.3,352.4
317.4,434.4
317,442.6666667
317,448.6666667
317,454.6666667
317.3,460.4
318.0555556,102.7777778
318,110.1666667
318,116.1666667
318,122.1666667
319.1666667,51.22222222
318.8333333,130.3333333
319,137.8333333
319,143.8333333
319,149.8333333
319.1666667,423.2222222
319,483.8
319,491.8333333
319.0555556,532.1111111
319,539.8333333
318.6428571,545.8571429
320.25,207.125
320,214.6666667
320,220.6666667
320,226.6666667
320.3,232.2
320,410.6
320.5,417.3333333
321.2272727,61
321.2272727,361
321,369.5
321,375.5
321,381.5
321,387.5
321,393.5
321,399.5
321.5,404
321.2272727,469
321.5,476.5
322.2272727,72
322.2272727,156
322,164.5
322,170.5
322,176.5
322,182.5
322.2272727,240
322,248.5
322,254.5
322,260.5
322,266.5
322,272.5
322,278.5
322,284.5
322,290.5
322,296.5
322,302.5
322,308.5
322,314.5
322,320.5
322.2272727,498
322,506.5
322,512.5
322,518.5
322.3,524
322.4,550.95
323.2272727,83
323,91.5
323,97.5
323.2272727,191
323.3,199
323.2272727,329
323,337.5
323,343.5
323,349.5
323.5,354
323.2272727,431
323,439.5
323,445.5
323,451.5
323,457.5
323.5,462
324.2272727,46
324.2272727,106
324,114.5
324,120.5
324,126.5
324.3,561.2
324.5,572.1875
325.2272727,135
325,143.5
325.5,148.5
325.5,421.5
325.2272727,483
325.5,490.5
325.2272727,531
325,539.5
325.5,544.5
325.0555556,579.7777778
325,587.5
325,593.5
325,599.5
325,605.5
324.6428571,611.5714286
326.2272727,206.1818182
326,214.6666667
326,220.6666667
326,226.6666667
326.3,232.2
326.2272727,410.1818182
326,417
327.1,565.14
327.2272727,55.36363636
327,63.83333333
327.2272727,361.3636364
327,369.8333333
327,375.8333333
327,381.8333333
327,387.8333333
327,393.8333333
327,399.8333333
327,404
327.2272727,469.3636364
327.5,476.6666667
328.2272727,72.54545455
328.2272727,156.5454545
328,165
328,171
328,177
328,183
328.2272727,240.5454545
328,249
328,255
328,261
328,267
328,273
328,279
328,285
328,291
328,297
328,303
328,309
328,315
328,321
328.2272727,498.5454545
328,507
328,513
328,519
328.5,524.25
328.4,552.1
328.2,617.75
329.2272727,83.72727273
329,92.16666667
329,98.16666667
329.2272727,191.7272727
329.5,199.25
329.2272727,329.7272727
329,338.1666667
329,344.1666667
329,350.1666667
329.5,354.6666667
329.2272727,431.7272727
329,440.1666667
329,446.1666667
329,452.1666667
329,458.1666667
329.5,462.6666667
330.4,40.4
330.1,47.8
330.4,106.4
330,114.3333333
330,120.3333333
330,126.3333333
331.3571429,131.4285714
331,138.5
331,144.5
331.5,149.5
331.5,422.5
331.2272727,484
331.5,491.5
331.2272727,532
331,540.5
331.5,545.5
331.2272727,574
331,582.5
331,588.5
331,594.5
331,600.5
331,606.5
331.5,611.5
331.2,622.7
332.2272727,207
332,215.5
332,221.5
332,227.5
332.3,233
332.2272727,411
332,417.5
332.2272727,561
332,567.5
333.2272727,56
333,64.5
333.2272727,362
333,370.5
333,376.5
333,382.5
333,388.5
333,394.5
333,400.5
333,404.5
333.2272727,470
333.5,477
333.4,631.2
334.2272727,73
334.2272727,157
334,165.5
334,171.5
334,177.5
334,183.5
334.2272727,241
334,249.5
334,255.5
334,261.5
334,267.5
334,273.5
334,279.5
334,285.5
334,291.5
334,297.5
334,303.5
334,309.5
334,315.5
334,321.5
334.2272727,499
334,507.5
334,513.5
334,519.5
334.5,524.5
334.5,551.5
335.2272727,84
335,92.5
335,98.5
335.2272727,192
335.5,199.5
335.2272727,330
335,338.5
335,344.5
335,350.5
335.5,355
335.2272727,432
335,440.5
335,446.5
335,452.5
335,458.5
335.5,463
336.2272727,35
336,43.5
336.5,48.5
336.2272727,107
336,115.5
336,121.5
337.2272727,130.1818182
337,138.6666667
337,144.6666667
337.5,149.75
337.5,422.75
337.2272727,484.1818182
337.5,491.75
337.2272727,532.1818182
337,540.6666667
337.5,545.75
337.2272727,574.1818182
337,582.6666667
337,588.6666667
337,594.6666667
337,600.6666667
337,606.6666667
337,612.6666667
337,618.6666667
337.3,624.2
337.4,638.95
338.2272727,207.3636364
338,215.8333333
338,221.8333333
338,227.8333333
338.3,233.4
338.2272727,411.3636364
338,418
338.2272727,561.3636364
338,568
339.2272727,56.54545455
339,65
339.2272727,362.5454545
339,371
339,376.9166667
338.5,383.2
339,389.1666667
339,395.1666667
339,401.1666667
339,405.5
339.2272727,470.7272727
339.5,478
339.5,631.375
340.2272727,73.72727273
340.2272727,157.7272727
340,166.1666667
340,172.1666667
340,178.1666667
340,184.1666667
340.2272727,241.7272727
340,250.1666667
340,256.1666667
340,262.1666667
340,268.1666667
340,274.1666667
340,280.1666667
340,286.1666667
340,292.1666667
340,298.1666667
340,304.1666667
340,310.1666667
340,316.1666667
340,322.1666667
340.2272727,499.7272727
340,508.1666667
340,514.1666667
340,520.1666667
340.5,525.25
340.5,552.25
341.4,84.6
341,92.5
341,98.5
341.4,192.6
341.1,200
341.4,330.6
341,338.5
341,344.5
341,350.5
341,355.5
341.4,432.8
341,440.6666667
341,446.6666667
341,452.6666667
341,458.6666667
341,463.5
342.2272727,30.36363636
342,38.83333333
342,44.83333333
342.5,50
342.3571429,103.8571429
342,110.8333333
342,116.8333333
342,122.8333333
342.2272727,645.1818182
343.2272727,131.7272727
343,140.1666667
343,146.1666667
343.5,151.5
343.5,424
343.4,485
343.1,492.8
343.4,533
343,541
343.1,546.8
343.4,575
343,583
343,589
343,595
343,601
343,607
343,613
343,619
343,625
344.2272727,209.2727273
344,217.6666667
344,223.6666667
344,229.6666667
344.3,235.4
344.2272727,413.3636364
344,421.5
344.2272727,563.3636364
344,571.5
345.4,58.4
345,66.16666667
345.1666667,363.7222222
343,371
343.5,394
345,400
345.1,405.6
345.3888889,470.4444444
345.1,477.6
345.3888889,632.4444444
345.1,639.6
346.3571429,72
346,78.83333333
346.2272727,160.4545455
346,168.8333333
346,174.8333333
346,180.8333333
346,186.8333333
346.2272727,244.4545455
346,252.8333333
346,258.8333333
346,264.8333333
346,270.8333333
346,276.8333333
346,282.8333333
346,288.8333333
346,294.8333333
346,300.8333333
346,306.8333333
346,312.8333333
346,318.8333333
346,324.8333333
346.2,502.2
346,510.1666667
346,516.1666667
346,522.1666667
346.5,527.75
346.5,555.5
347.5,87.33333333
347,94.5
347.5,195.3333333
347,202.5
347.5,333.3333333
347,340.5
347,346.5
347,352.5
346.9,357.6
347.3888889,432.8888889
347,440.3333333
347,446.3333333
347,452.3333333
347,458.3333333
347.1,464
347.5,651.3888889
348.4,27.4
348,35.16666667
348,41.16666667
348,47.16666667
348.1,52.8
348.3571429,100.4285714
348,107.1666667
348,113.1666667
348,119.1666667
348,125.1666667
348.1666667,643.1666667
349.3571429,131
349,137.8333333
349,143.8333333
349,149.8333333
349.5,155.25
349.4,484
349,492.1666667
349.5,497.5
349.5,532.1111111
349,540.1666667
349,546.1666667
349.5,551.5
349.2272727,579.6363636
349,588.1666667
349,594.1666667
349,600.1666667
349,606.1666667
349,612.1666667
349,618.1666667
349,624.1666667
350.5,212.1111111
350,219.3333333
350,225.3333333
350,231.3333333
350,237.3333333
350,414.7
350,422.6666667
350.5,428
350.4,564.5
349.75,571.5
351.4,62
349,406
351.1666667,471.6666667
351.5,478.3333333
351,633.2
