x,y
352.3571429,69.14285714
352,76.16666667
352,82.16666667
352.2272727,163.7272727
352,172.1666667
352,178.1666667
352,184.1666667
352,190.1666667
352.5,242.5
352,250.1666667
352,256.1666667
352,262.1666667
352,268.1666667
352,274.1666667
352,280.1666667
352,286.1666667
352,292.1666667
352,298.1666667
352,304.1666667
352,310.1666667
352,316.1666667
352,322.1666667
352,328.1666667
352.25,503.375
352,510.5
352,516.5
352,522.5
352.5,556.6666667
352.1666667,658.125
353.4,90.6
353.4,198.6
353.1,206
353.4,336.6
353,344.5
353,350.5
352.5,356.5625
353.4,434.5
353,442.6666667
353,448.6666667
353,454.6666667
353,460.6666667
353.5,466
353.375,648.875
354.2272727,24.54545455
354,33
354,39
354,45
354,51
354.5,56.25
354.3571429,98.14285714
354,105
354,111
354,117
354,123
354.5,640.5
355.2272727,132.0909091
355,140.5
355,146.5
355,152.5
355.5,158
355.2272727,486.8181818
355,495.3333333
355.4,529.2
355,537.3333333
355,543.3333333
355,549.3333333
355.2272727,576.8181818
355,585.3333333
355,591.3333333
355,597.3333333
355,603.3333333
355,609.3333333
355,615.3333333
355,621.3333333
355,627.3333333
355.5,665.8125
356.2272727,215.8181818
356,224.1666667
356,230.1666667
356.3,236
355,419.5
356,424.8333333
356.0555556,566.2222222
357.1666667,473.7777778
357,480.5
357.5,635.4285714
357.2142857,672.7142857
358,63
358,69
358,75
358,81
358,165
358,171
358,177
358,183
358,189
358,243
358,249
358,255
358,261
358,267
358,273
358,279
358,285
358,291
358,297
358,303
358,309
358,315
358,321
358,327
358,504.4
358,512.3333333
358,518.3333333
358.5,524.25
357.9444444,558
358.25,659.875
358.2142857,679.8571429
359,87
359,195
359,201
359,207
359,333
359,339
359.5,346.3888889
357.3,352.4
359.2272727,434
359,442.5
359,448.5
359,454.5
359,460.5
359,466.5
359.2272727,650
359.3333333,684.0833333
360,21
360,27
360,33
360,39
360,45
360,51
360,57
360,93
360,99
360,105
360,111
360,117
360,123
361.3571429,129.5714286
361,135.8333333
361,141.8333333
361,147.8333333
361,153.8333333
361,159.8333333
361.2272727,490
361,498.5
361.4,532.5
361,540.5
361,546.5
361,552.5
361.2272727,574
361,582.5
361,588.5
361,594.5
361,600.5
361,606.5
361,612.5
361,618.5
361,624.5
361,630.5
362.5,213.75
362,220.5
362,226.5
362,232.5
362,238.5
361.5,427
362,640.6
361.9444444,690
363.4,473.9
363,482
363.2272727,563.4545455
363.2272727,665.4545455
363,674
363.3571429,696.0714286
364.4,63.8
364,71.66666667
364,77.66666667
364,83.66666667
364.5,166
364,173.6666667
364,179.6666667
364,185.6666667
364,191.6666667
364.5,244.375
364,251.6666667
364,257.6666667
364,263.6666667
364,269.6666667
364,275.6666667
364,281.6666667
364,287.6666667
364,293.6666667
364,299.6666667
364,305.6666667
364,311.6666667
364,317.6666667
364,323.6666667
364,329.6666667
364.375,505.625
364,512.6666667
364,518.6666667
364,524.6666667
364.375,703.625
364,710.6666667
364,716.6666667
364,722.6666667
364,728.6666667
364,734.6666667
363.6428571,740.9285714
365.3571429,89.28571429
365.3571429,197.2857143
365,204.1666667
365.5,209.5
365.3571429,335.2857143
365,342.1666667
365,346.5833333
365,435.5
365,442.6666667
365,448.6666667
365,454.6666667
365,460.6666667
364.9,466.2
365.4,650.7
364.9,658.2
365.5,681.1111111
365,746.5833333
366.2272727,21.27272727
366,29.66666667
366,35.66666667
366,41.66666667
366,47.66666667
366,53.66666667
366.5,58.66666667
366.2272727,99.27272727
366,107.6666667
366,113.6666667
366,119.6666667
366,125.6666667
366.25,752.0625
367.4,134.6
367,142.3333333
367,148.3333333
367,154.3333333
367.1,160
367.2272727,491.5454545
367.1,499.6
367.2272727,533.5454545
367,542
367,548
367,554
367.3,560.2
367.2272727,575.5454545
367,584
367,590
367,596
367,602
367,608
367,614
367,620
367,626
367,632
367,638
368.2272727,218.8181818
368,227.1666667
368,233.1666667
368.3,239
368.6666667,644.1666667
369.125,472.375
369,479.5
369.5,484.25
369.2142857,566.8571429
369.125,664.375
369,671.5
369.125,688.375
369,695.5
369.2272727,758.4090909
370,66
370,72
370,78
370,168
370,174
370,180
370,186
370,246
370,252
370,258
370,264
370,270
370,276
370,282
370,288
370,294
370,300
370,306
370,312
370,318
370,324
370.5,506
370,513.6666667
370,519.6666667
370,525.6666667
370.4,703.6
370,711.6666667
370,717.6666667
370,723.6666667
370,729.6666667
370,735.6666667
370,741.6666667
371,84
371,90
371,192
371,198
371,204
371,210
371,330
371,336
371,344.4583333
369.5,442
371,448.5
371,454.5
371,460.5
371.1,466.4
371.5,650.6666667
371.1,658.4
371.3,679.6
372,18
372,24
372,30
372,36
372,42
372,48
372,54
372,60
372,96
372,102
372,108
372,114
372,120
372,126
372.5,747.75
372.5,764.4444444
373.3571429,131.4285714
373,138.1666667
373,144.1666667
373,150.1666667
373,156.1666667
373,162.1666667
373.3,490.8
373.3,498.2
373.3,532.8
373,540.8333333
373,546.8333333
373,552.8333333
373,558.8333333
373.3,574.8
373,582.8333333
373,588.8333333
373,594.8333333
373,600.8333333
373,606.8333333
373,612.8333333
373,618.8333333
373,624.8333333
373,630.8333333
373,636.8333333
374.5,215.25
374,222.5
374,228.5
374,234.5
374,240.5
375.1666667,473.3333333
375,480.8333333
375.5,486.6666667
375.2142857,564.4285714
375.5,570.6666667
375.2142857,642.4285714
375.1666667,665.3333333
375,672.8333333
375.1666667,689.3333333
375,696.8333333
375.25,756
376.4,65.2
376,73.33333333
376,79.33333333
376.5,167.6666667
376,175.3333333
376,181.3333333
376,187.3333333
376.5,246.125
376,253.3333333
376,259.3333333
376,265.3333333
376,271.3333333
376,277.3333333
376,283.3333333
376,289.3333333
376,295.3333333
376,301.3333333
376,307.3333333
376,313.3333333
376,319.3333333
376,325.3333333
376.25,505.125
376,512
376,518
376,524
376.2142857,703.5714286
376,710
376,716
376,722
376,728
376,734
376,740
377.3571429,85.14285714
377,91.83333333
377.3571429,193.1428571
377,199.8333333
377,205.8333333
377.5,212
377.3571429,331.1428571
377,337.8333333
376.6428571,344.1428571
376,453.075
377,458.1666667
377,464.1666667
377.375,648.875
377,656.1666667
377.375,678.875
378,20.33333333
378,26.33333333
378,32.33333333
378,38.33333333
378,44.33333333
378,50.33333333
378,56.33333333
378.3571429,97.57142857
378,104.3333333
378,110.3333333
378,116.3333333
378,122.3333333
377.5,346.75
378.5,748
378.4,764.75
379.3571429,127.8571429
379,134.6666667
379,140.6666667
379,146.6666667
379,152.6666667
379,158.6666667
379.2272727,496
379.4,532.5
379,540.5
379,546.5
379,552.5
379,558.5
379.2272727,580
379,588.5
379,594.5
379,600.5
379,606.5
379,612.5
379,618.5
379,624.5
379,630.5
379,636.5
380.5,216.8888889
380,224.8333333
380,230.8333333
380,236.8333333
381.4,468.5
381,476.5
381,482.5
381,488.5
381.5,565.5
381,572.5
381.7857143,643.5714286
381.4,660.5
381,668.5
381.3,674.8
381.4,684.5
381,692.5
381,698.5
381.5,757
382,63
382,69
382,75
382,165
382,171
382,177
382,183
382,243
382,249
382,255
382,261
382,267
382,273
382,279
382,285
382,291
382,297
382,303
382,309
382,315
382,321
382.25,505.625
382,512.6666667
382,518.6666667
382,524.6666667
382,704.6666667
382,710.6666667
382,716.6666667
382,722.6666667
382,728.6666667
382,734.6666667
382,740.6666667
383.3571429,80.42857143
383,87.16666667
383.3571429,188.4285714
383,195.1666667
383,201.1666667
383,207.1666667
383.3571429,326.4285714
383,333.1666667
383,339.1666667
382.5,460.2
383.5,650.75
384,21.33333333
384,27.33333333
384,33.33333333
384,39.33333333
384,45.33333333
384,51.33333333
384,57.33333333
384.3571429,92.57142857
384,99.33333333
384,105.3333333
384,111.3333333
384,117.3333333
384.3571429,344.2142857
384.375,747.375
384.375,764.8125
385.3571429,122.7142857
385,129.5
385,135.5
385,141.5
385,147.5
385,153.5
385,159.5
385.4,496.1
385.4,532.1
385,540.1666667
385,546.1666667
385,552.1666667
385,558.1666667
385.4,580.1
385,588.1666667
385,594.1666667
385,600.1666667
385,606.1666667
385,612.1666667
385,618.1666667
385,624.1666667
385,630.1666667
385,636.1666667
386.5,212
386,219.8333333
386,225.8333333
386,231.8333333
386,237.8333333
386.75,469.75
387,477
387,483
387.1,488.6
387.3888889,565.4444444
387.1,572.6
387.625,643.25
387.2,661
387,669
387,675
387,681
387,687
387,693
387,699
387.2777778,756.5555556
388.5,62.88888889
388,70.66666667
388.5,164.8888889
388,172.6666667
388,178.6666667
388.5,243.375
388,250.6666667
388,256.6666667
388,262.6666667
388,268.6666667
388,274.6666667
388,280.6666667
388,286.6666667
388,292.6666667
388,298.6666667
388,304.6666667
388,310.6666667
388,316.6666667
388.2,507
388,515
388,521
388.5,526.5
388.25,706
388,713
388,719
388,725
388,731
388,737
388.3,743
389.3571429,76.57142857
389,83.16666667
389.3571429,184.5714286
389,191.1666667
389,197.1666667
389,203.1666667
389.3571429,322.5714286
389,329.1666667
389,335.1666667
389.2777778,652.3333333
390,23.66666667
390,29.66666667
390,35.66666667
390,41.66666667
390,47.66666667
390,53.66666667
390.5,60
390.3571429,89
390,95.66666667
390,101.6666667
390,107.6666667
390,113.6666667
390.3571429,341
390,346.8333333
390.5,749.75
390.3181818,764.1818182
391.3571429,119.7142857
391,126.3333333
391,132.3333333
391,138.3333333
391,144.3333333
391,150.3333333
391,156.3333333
391.4,495.4
391.5,503.25
391.5,531.6666667
391,539.5
391,545.5
391,551.5
391,557.5
391.4,579.4
391,587.5
391,593.5
391,599.5
391,605.5
391,611.5
391,617.5
391,623.5
391,629.5
391,635.5
392.5,209.3333333
392,217
392,223
392,229
392,235
392,477.25
393,483
393,488
393.4,564.9
393,572
393.4,642.9
393.4,660.9
393,669
393,675
393,681
393,687
393,693
393,699
393.9285714,756.7142857
394.4,66.6
394.5,163.1111111
394,170.6666667
394,176.6666667
394.5,241.625
394,248.6666667
394,254.6666667
394,260.6666667
394,266.6666667
394,272.6666667
394,278.6666667
394,284.6666667
394,290.6666667
394,296.6666667
394,302.6666667
394,308.6666667
394,314.6666667
394.2,511.6
394,519.6666667
394.5,525
394.3571429,705
394,711.6666667
394,717.6666667
394,723.6666667
394,729.6666667
394,735.6666667
394,741.6666667
395.3571429,75
395,81.5
395.3571429,183
395,189.5
395,195.5
395,201.5
395.3571429,321
395,327.5
395,333.5
395.5,651.125
396,28.5
396,34.5
396,40.5
396,46.5
396,52.5
396,58.5
396.3571429,88
396,94.5
396,100.5
396,106.5
396,112.5
396.3571429,340
395.5,347.0625
396.375,749.625
396,765.3125
397.3571429,119
397,125.5
397,131.5
397,137.5
397,143.5
397,149.5
397,155.5
397,495
397,502.1666667
397.5,508.25
397.5,530.4444444
397,538.1666667
397,544.1666667
397,550.1666667
397,556.1666667
397.4,578.1
397,586.1666667
397,592.1666667
397,598.1666667
397,604.1666667
397,610.1666667
397,616.1666667
397,622.1666667
397,628.1666667
397,634.1666667
398.5,209
398,216.5
398,222.5
398,228.5
398,234.5
398.7222222,350.9444444
396.5,485
399.3888889,563.8888889
399.1,571
399.3888889,641.8888889
399.4,659.3
399,667.3333333
399,673.3333333
399,679.3333333
399,685.3333333
399,691.3333333
399,697.3333333
399.5,760.1666667
400.1666667,66.11111111
400.25,162.625
400,169.6666667
400,175.6666667
400.2142857,241.1428571
400,247.6666667
400,253.6666667
400,259.6666667
400,265.6666667
400,271.6666667
400,277.6666667
400,283.6666667
400,289.6666667
400,295.6666667
400,301.6666667
400,307.6666667
400,313.6666667
400.3,516.4
400.3,524.2
400.3571429,703.8571429
400,710.3333333
400,716.3333333
400,722.3333333
400,728.3333333
400,734.3333333
400,740.3333333
400.3,746.2
401.2142857,74.42857143
401,80.83333333
401.2142857,182.4285714
401,188.8333333
401,194.8333333
401,200.8333333
401.2142857,320.4285714
401,326.8333333
401,332.8333333
401.5,650.625
401.5,34.4
402,40.16666667
402,46.16666667
402,52.16666667
402,58.16666667
402.5,86.875
402,94.16666667
402,100.1666667
402,106.1666667
402,112.1666667
402.5,339.875
402.3,347.2
402.5,750.875
402.3333333,765.8333333
403.3571429,117.5714286
403,124.5
403,130.5
403,136.5
403,142.5
403,148.5
403,154.5
402,502.5
403,508.1666667
403.5,530.3333333
403,538.1666667
403,544.1666667
403,550.1666667
403,556.1666667
403.4,578
403,586.1666667
403,592.1666667
403,598.1666667
403,604.1666667
403,610.1666667
403,616.1666667
403,622.1666667
403,628.1666667
403,634.1666667
404.4,208.8
404,216.8333333
404,222.8333333
404,228.8333333
404,234.8333333
404.1666667,353.9444444
405.4,563.4
405,570.5
405.4,641.4
405.4,659.4
405,667.5
405,673.5
405,679.5
405,685.5
405,691.5
405,697.5
405.5,760.2777778
406.2272727,66.63636364
405.7,159.8
403.5,169
406,176.5
406.5,241.375
406,248.5
406,254.5
406,260.5
406,266.5
406,272.5
406,278.5
406,284.5
406,290.5
406,296.5
406,302.5
406,308.5
406,314.5
406.2272727,516.8181818
406.5,525.25
406.375,704.25
406,711.3333333
406,717.3333333
406,723.3333333
406,729.3333333
406,735.3333333
406,741.3333333
407.375,75.75
407.3571429,182.5714286
407,189.1666667
407,195.1666667
407,201.1666667
407.3571429,320.5714286
407,327.1666667
407,333.1666667
407,358.9166667
407.5,650.125
407,42.75
408,48.5
408,54.5
408,59.5
408.375,83.375
408,90.5
408,96.5
408,102.5
408,108.5
408.3571429,339.4285714
408,346
408.3888889,748.4444444
408.5,755.5
409.375,114.75
409,122
409,128
409.2142857,134.4285714
408,140.5
408,146.5
408,152.5
407.8333333,157.3333333
406.5,510
409.2,534
409,542
409,548
409,554
409.3888889,576.4444444
409,584
409,590
409,596
409,602
409,608
409,614
409,620
409,626
409,632
409.25,765.625
410.5,208.5555556
410,216
410,222
410,228
410,234
410.5,353.125
411.2,561.6
411.1,569.2
411.2,639.6
411.3888889,658
411,665.6666667
411,671.6666667
411,677.6666667
411,683.6666667
411,689.6666667
411,695.6666667
412,759.3333333
412.1666667,65.66666667
412.2142857,240.7142857
412,247.1666667
412,253.1666667
412,259.1666667
412,265.1666667
412,271.1666667
412,277.1666667
412,283.1666667
412,289.1666667
412,295.1666667
412,301.1666667
412,307.1666667
412,313.1666667
411,518.75
412,524.3333333
412.5,530
412.2777778,702.7777778
412,710.3333333
412,716.3333333
412,722.3333333
412,728.3333333
412,734.3333333
412,740.3333333
413.2142857,74
410.5,180
412.5,188.8
412.5,194.8
412.5,200.8
413.5,320.125
413,327.1666667
413,333.1666667
413.5,360.9444444
413.125,648.75
413,57.25
414.3571429,80.57142857
414,87.16666667
414,93.16666667
414,99.16666667
414,105.1666667
414.3571429,338.7142857
414,345.6666667
414.4,748.5
414.5,756.75
415.6111111,111.8888889
414.5,118.8
414.5,124.2
413.3,131.3
415.2272727,538.6363636
415,547.1666667
415,553.1666667
415.4,575
415,583.1666667
415,589.1666667
415,595.1666667
415,601.1666667
415,607.1666667
415,613.1666667
415,619.1666667
415,625.1666667
415,631.1666667
415.3888889,765.5
414,208.5
414,214.5
414,220.5
415,227.75
416,233.8333333
416.5,352.2222222
417.3888889,559.6666667
417.1,566.8
417.3888889,637.6666667
417.3,645.4
417.3888889,655.6666667
417,663.3333333
417,669.3333333
417,675.3333333
417,681.3333333
417,687.3333333
417,693.3333333
416,63
417,69.75
418.5,240
418,247.1666667
418,253.1666667
418,259.1666667
418,265.1666667
418,271.1666667
418,277.1666667
418,283.1666667
418,289.1666667
418,295.1666667
418,301.1666667
418,307.1666667
418,313.1666667
416.5,527.6666667
418.5,531.75
418.25,699.75
418,706.8333333
418,712.8333333
418,718.8333333
418,724.8333333
418,730.8333333
418,736.8333333
418.3,742.6
419.1,321
419,329
419,363.5833333
419.6428571,76.42857143
420,84.16666667
420,90.16666667
420,96.16666667
420.2142857,102.4285714
420.25,336.375
420,343.3333333
420.9285714,650.8571429
420.2272727,752
420,760.5
419.25,108.125
420.9285714,537.7142857
421,545.1666667
421,551.1666667
421.4,573.1
421,581.1666667
421,587.1666667
421,593.1666667
421,599.1666667
421,605.1666667
421,611.1666667
421,617.1666667
421,623.1666667
421,629.1666667
421.3571429,765.5
422.25,350.625
422.1,357.6
423.2142857,557.2857143
423,564.1666667
423.5,634.75
423,642.1666667
423.5,658.2222222
423,666.1666667
423,672.1666667
423,678.1666667
423,684.1666667
423,690.1666667
423.5,240.4
424,246
424,252
424,258
424,264
424,270
424,276
424,282
424,288
424,294
424,300
424,306
424,312
424.1,368.15
424.3571429,696.8571429
424,703.1666667
424,709.1666667
424,715.1666667
424,721.1666667
424,727.1666667
424,733.1666667
424,739.1666667
424,745.1666667
425.2142857,318.7142857
425,325.1666667
425,331.1666667
424,90.5
424,96
423.5,100.5
426.5,337.125
426,344.5
426.5,649
426.5,751.25
426,758.3333333
427.3,361.2
425.5,572
426.5,578.8
427,584.6666667
427,590.6666667
427,596.6666667
427,602.6666667
427,608.6666667
427,614.6666667
427,620.6666667
427,626.6666667
426.8333333,764
428.375,351.875
429.3,635.4
429.3,643
429.3,659.4
429,667.3333333
429,673.3333333
429,679.3333333
429,685.3333333
429,691.3333333
428.5,247
429.5,253.4
430,259.1666667
430,265.1666667
430,271.1666667
430,277.1666667
430,283.1666667
430,289.1666667
430,295.1666667
430,301.1666667
430,307.1666667
430,313.1666667
430.5909091,371
430.2,699.4
430,707.3333333
430,713.3333333
430,719.3333333
430,725.3333333
430,731.3333333
430,737.3333333
430,743.3333333
431.5,319.5
431,326.6666667
432.2777778,333.5555556
432,341.1666667
432.3,346.8
432.5,650.7777778
432.3,752.2
433.0555556,360.2222222
431,593.5
432.5,599.8
433,606.1666667
433,612.1666667
433,617.8333333
432.5,623.8
432.75,629.25
433.125,760.625
433.3,765.7
434.6428571,351.5714286
435,637.1666667
435,643.1666667
435.5,659.5555556
435,667.1666667
435,673.1666667
435,679.1666667
435,685.1666667
435,691.1666667
434.5,262.3333333
435,268.5
436,275
436,281
436,287
436,293
436,299
436,305
436,311
436.4,369
436,375.5
436.3571429,697.1428571
436,703.8333333
436,709.8333333
436,715.8333333
436,721.8333333
436,727.8333333
436,733.8333333
436,739.8333333
436,745.8333333
437.3571429,317.1428571
437,323.8333333
437.8333333,332.1111111
438,339.3333333
438.3,345
436.5,650.3333333
438.3571429,750.8571429
439.2272727,357.7272727
436.5,613.25
439.25,759.375
439,765.1666667
442,277.6666667
442,283.6666667
442,289.6666667
442,295.6666667
442,301.6666667
442,307.6666667
442.5,347.8888889
442.5,365.8888889
441.7727273,375.3636364
440.5,697.3333333
441,704.25
442,709.6666667
442,715.6666667
442,721.6666667
442,727.6666667
442,733.6666667
442,739.6666667
442.3,745.8
443.3571429,313.2857143
443,320
443,326
444.3571429,331.8571429
444,338.5
444.5,344.6666667
444.4,754
445.5,355.6666667
444.8333333,762.9444444
447.0555556,377.2777778
447,765.625
447.5,281.6
448,287.1666667
448,293.1666667
448,299.1666667
448,305.1666667
448.25,364.25
447.7,370.6
448,710.6666667
448,716.6666667
448,722.6666667
448,728.6666667
448,734.6666667
448,740.6666667
448,746.6666667
449.5,312.125
449,319.1666667
449,325.1666667
450.3571429,331.5714286
450,338.1666667
450,344.1666667
450,350.1666667
450.5,752.625
451.3571429,356.4285714
451.3571429,759.8571429
452.9615385,375.7692308
453.5,764.9375
454,287.5
454,293.5
454,299.5
454,305.5
454.5,364
454,371.5
454,714.1666667
454,720.1666667
454,726.1666667
454,732.1666667
454,738.1666667
454,744.1666667
455.3571429,311.7142857
455,318.3333333
455,324.3333333
456.3571429,330.5714286
456,337.1666667
456,343.1666667
456,349.1666667
456.5,380
456.5,750.125
457.3571429,355.4285714
457.3571429,757.1428571
459.5,763.375
460,292.5
460,298.5
460,304.5
460.5,363
460,370.5
460,376.5
460,717.5
460,723.5
460,729.5
460,735.5
460,741.5
461.3571429,310.7142857
461,317.3333333
461,323.3333333
462.3571429,329.5714286
462,336.1666667
462,342.1666667
462,348.1666667
462.5,382
462.5,747.5
463.3571429,354.4285714
463.3571429,754.7142857
464.9545455,762.5
466,297.1666667
466,303.1666667
466.5,361.5555556
466,369.1666667
466,375.1666667
466,721
466,727
466,733
466,739
467.3571429,309.4285714
467,316
467,322
468.3571429,328
468,334.6666667
468,340.6666667
468,346.6666667
467.9545455,382.6363636
468.5,744.25
468.1,764.8
469.3571429,352.7142857
469.3571429,751
471.3571429,385.9285714
471.5,759.6111111
472,302
472.5,360.5555556
472,368
472,374
472,722
472,728
472,734
473,308
473,314
473,320
474.2142857,326.7142857
474,333.1666667
474,339.1666667
474,345.1666667
474.3333333,380.5
474,740
475.2142857,351.8571429
475,746
475,752
477.2777778,387.1666667
477,760
478.1666667,360.5555556
478,368
478,374
478,722
478,728
478,734
478.5,309.6
479,315.1666667
479,321.1666667
480.2142857,327.8571429
480,334.3333333
480,340.3333333
480,346.3333333
480.3571429,381.1428571
480,740
481.5,353.5
481,746
481.3571429,752.7142857
483.4,389.75
482.9,757.4
484.5,361.7777778
484,369.3333333
484,375.3333333
484,722
484,728
484,734
485,316.1666667
485,322.1666667
486.3571429,328.4285714
486,335
486,341
486,347
486.5,381.875
486.5,741
487.3571429,353.2857143
487.3571429,748
486.9285714,754.1428571
489.0454545,390.6818182
490.5,361
490,368.5
490,374.5
490,721.3333333
490,727.3333333
490,733.3333333
491,321.5
491.5,394.1
492.3571429,328
492,334.5
492,340.5
492,346.5
492.5,381.5
492.5,738.5
493.3571429,353
493.3571429,745.7142857
492.5,752.75
495.75,390
496.5,361
496,368.5
496,374.5
496,723.5
496,729.5
497.2142857,397.8571429
498,328.5
498,334.5
498,340.5
498,346.5
498.5,381.5
498.5,737
499.3571429,353
499.3571429,744
498.125,750.1875
500.1666667,404.8888889
501.5,389.5555556
502.5,360.3333333
502,368
502,374
502.5,724
502,730.6666667
503.5,397.75
504,333.6666667
504,339.6666667
504,345.6666667
504.5,380.625
504.2142857,737
505.3571429,352
505.2272727,409.3181818
505.5,743.4375
502.5,746.5
507.5,389
508.5,359.7777778
508,367.3333333
508,373.3333333
508,723.1666667
508,729.1666667
509.5,397
509,404.1666667
510,339
510,345
510.5,379.875
510.7222222,734.8888889
511.3571429,351.2857143
511.1666667,410.8333333
511.1666667,740.1666667
513.5,387.3333333
514.5,357.8888889
514,365.6666667
514,371.6666667
514,725.1666667
515.5,394.875
515,402.1666667
516,342.5
516.5,377.125
516.5,731.5
517.3571429,347.8571429
517,408.4
516.5,736.25
519,385
519.5,412.6875
520.3571429,354.4285714
520,361.1666667
520,367.1666667
521.5,390
521,397.3333333
522.5,372.125
522,379.5
520.9,730.7
523,343.6666667
523.1,349.6
523.5,402.25
525.1923077,411.8076923
526.5,355
526,362.3333333
527.5,384.6666667
527,392.5
528.5,367.25
528,374.6666667
527.5,380.3333333
529,345
529.5,351
529.5,397.625
529.3,405
530.9545455,411.6363636
532.5,356.8888889
533.2272727,386.6363636
534.5,364.875
534,372
534,378
535,348.8333333
535.5,395.75
535,402.8333333
537,409.55
538.5,355.3333333
539.2272727,385.0909091
540.5,363.125
540,370.3333333
540,376.3333333
541.5,393.625
541,400.8333333
542.9545455,408
544,354.8333333
545.4,383.6
546.2142857,361.1428571
546,367.6666667
546,373.6666667
546,378
547.2142857,392.4285714
547,398.8333333
549,404.375
551.1,383.4
551,363.5
552,368.8333333
552,374.8333333
553.1666667,393.7777778
553.6666667,401.75
555.5,404.6666667
557.2272727,379.2727273
557,387.8333333
558,370.5
559.5,394
559,401.1666667
561.1666667,404.5
562.3333333,378.3333333
563,385.1666667
565.5,390.5
565,397.8333333
567,402.9375
570,389.75
570.5,396.4
571,401.25